"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Toxicity"
"2522","Defense Response to Virus (GO:0051607)","66/198",2.25491814760828e-08,5.04457402736366e-06,0,0,2.43972684085511,42.9576539824321,"RTP4;IFITM1;IFIT5;DDX60L;IFIT1;LYST;IFIT3;IFIT2;OASL;UXT;PYCARD;DHX58;CASP1;TRIM25;TRIM21;NCK1;IFNAR2;CXADR;RSAD2;NCBP1;RPSA;ZDHHC11;ATAD3A;NT5C3A;PLSCR1;IFI27;OAS1;PDE12;OAS2;IRF1;OAS3;DDIT4;IRF2;TRIM13;TRIM11;TRIM56;IFI6;NLRC5;UAP1;USP18;EXOSC5;IFI16;G3BP1;GBP2;APOBEC3F;TRIM41;STAT1;STAT2;MX1;SMARCA5;EIF2AK2;AZIN2;ISG15;PML;BST2;ISG20;MOV10;CXCL10;UBE2W;MAVS;ZNFX1;BCL2;UBE2N;MAP3K14;MYD88;BCL2L1","Low"
"2523","Ribosomal Small Subunit Biogenesis (GO:0042274)","36/85",4.36830663525975e-08,9.32832026020468e-06,0,0,3.57120034594179,60.5186513769139,"NAT10;RPS27L;PWP2;NOL6;RRP7A;RPS14;RPS17;RPS16;EXOSC10;RPS15A;RPS19;RRP36;RPS13;RPS12;RPS9;WDR36;NOP14;NPM1;RPS7;UTP4;DIMT1;RPS8;KRR1;RIOK3;UTP3;RPSA;DDX52;ERAL1;RPS25;RPS28;LSM6;RPS27;MPHOSPH10;NOL11;RPS24;RPS23","Low"
"2524","Ribonucleoprotein Complex Biogenesis (GO:0022613)","45/120",8.16651820239182e-08,1.66810010934073e-05,0,0,2.91962230746533,47.6500990528699,"PAK1IP1;NIP7;NOP2;RPL11;NAT10;PWP2;SDAD1;NOL6;RRP7A;RPS14;RPS17;RPS16;XPO1;EXOSC10;RPS15A;RPS19;RPL14;RRP36;RPS13;RPS12;ABCF1;RPS9;NOP14;WDR36;NPM1;RPS7;UTP4;DIMT1;RPS8;KRR1;UTP3;GTF3A;RPL35A;CUL4A;RPS25;BOP1;RPS28;RPS27;MPHOSPH10;NAF1;RPL26;RSL24D1;RPS24;RPL26L1;RPS23","Low"
"2525","Protein Transport (GO:0015031)","89/308",1.97160330699263e-07,3.80245927984282e-05,0,0,1.98603927350165,30.6629540288582,"VPS29;ARF1;CLSTN3;CLTC;SNX13;MIA3;ARL5B;DENND10;KIF13A;LAMP2;TMED3;TOM1;TIMM17A;ARFIP2;TMED2;EIF2D;WLS;ARRDC4;NDC1;SEC13;COG7;STX7;LMTK2;ZDHHC17;DNM2;RUFY1;RAB32;RCN3;CTTN;CANX;ERP29;TXNIP;PICK1;PPARG;TSNARE1;VAMP5;BLZF1;CTAGE15;ARF6;RAB7A;MACF1;UNC119B;STX12;COPB2;RAB1A;RAB5C;TMED10;MTTP;VPS26C;LTBP3;NAPG;STX11;HDAC6;HSP90B1;TIMM50;ARL17B;RAB21;SNX4;GGA1;SCFD1;GRPEL1;KIF3B;SVBP;MYO6;STX5;ROMO1;APOE;STX3;RAB28;RAB6A;SPTBN1;SNX6;HSPA9;NPM1;RIC1;SYNRG;CMTM6;ASPSCR1;DNAJC15;MCOLN1;RAB11A;EHD1;RAB10;GOLPH3;KRT18;RAB14;RAB18;COPG2;RAB5A","Low"
"2526","Intracellular Protein Transport (GO:0006886)","93/326",2.02344576407132e-07,3.80245927984282e-05,0,0,1.95126616507355,30.0754386238131,"VPS29;ARF1;C2CD5;MTCH2;NDUFA13;PPP1R10;CLTC;SNX13;PTPN23;IPO7;TOMM20;IPO4;EIF4ENIF1;IPO8;ARL5B;XPO1;KIF13A;TMED3;TIMM17A;ARFIP2;TMED2;EIF2D;KPNA2;VPS36;APPL2;WLS;SEC13;COG7;ATP6AP1;VPS13C;STX7;VPS37C;TSC2;RAB32;CTTN;HGS;ERP29;PICK1;TSNARE1;STAM2;KPNB1;ARF6;RAB7A;STX12;COPB2;RAB1A;RAB5C;TMED10;TSG101;PIK3R4;VPS26C;NAPG;STX11;HDAC6;TIMM50;ARL17B;RAB21;GGA1;SCFD1;GRPEL1;BAG3;NUP42;MYO6;MVB12A;STX5;NUP88;ROMO1;STX3;RAB28;MAP4K5;RAB6A;SNX6;HSPA9;AKIRIN2;TIMM8A;NPM1;RIC1;MTX1;HSPA4;SYNRG;SEC16A;ASPSCR1;SNF8;DNAJC15;EHD1;CAMSAP3;TIMM10B;RAB14;BCL3;RAB18;TECPR2;RAB5A;TOMM5","Low"
"2527","Regulation of Translation (GO:0006417)","64/201",2.45830692953976e-07,4.44197152114531e-05,0,0,2.2774069180619,34.6589967979562,"PRKCSH;NAT10;HSPB1;MSI2;BZW1;LARP1B;RPS6KA3;EIF4ENIF1;ALKBH5;METTL14;MTG1;MTG2;RACK1;EIF2A;NCBP1;DAPK1;NSUN5;PRMT1;RPL13A;PUS7;RPL26;EIF1B;GAPDH;PPP1R15A;POLDIP3;SHMT1;RPS27L;RBM4B;TYMS;MRPL13;GSPT1;FXR1;ATXN2;RNF139;TCOF1;ERBB2;METTL5;PAIP2;EIF4E;GCN1;EIF4B;PAIP1;NPM1;EIF2B2;SSB;YTHDF3;KLHL25;EIF2AK3;EIF2AK2;UPF3B;ELP2;CNOT10;ELP4;EIF5;CAPRIN1;BCL3;HNRNPD;PLXNB2;EIF3H;EIF3E;CNOT9;EIF4G3;OGT;EIF4G2","Low"
"2528","Regulation of Viral Genome Replication (GO:0045069)","29/66",3.42004276312175e-07,5.95087440783184e-05,0,0,3.80474659681708,56.6467512995139,"IFITM1;CXCL8;IFIT5;IFIT1;HACD3;OASL;IFI16;APOBEC3F;RSAD2;MX1;EIF2AK2;ISG15;DDB1;BST2;ISG20;FAM111A;PLSCR1;MAVS;NR5A2;ZNFX1;OAS1;OAS2;PDE12;OAS3;PPIE;PPIH;TMEM39A;PPIA;PPID","Low"
"2529","Protein-Containing Complex Assembly (GO:0065003)","91/323",4.99077029244948e-07,8.3737995835456e-05,0,0,1.9165033471897,27.8094321414608,"DET1;SRP19;COL16A1;CLTC;LAMC1;PIK3C2A;MED12;CHCHD4;ZC3H12A;SH3PXD2B;POGZ;CASP4;LONP1;CASP1;TMED2;DNM1L;TEAD1;BOK;NCK1;FGB;CCT2;CARD10;FGA;HGSNAT;DBNL;TRAPPC2L;GPX4;DNAAF2;AXIN1;APOA4;TRAF1;MAPK8IP2;DARS1;CD2AP;DNM2;TAPBP;GAK;EID2;TRAPPC6A;OAS1;PPIH;PPID;PFDN6;VAMP3;YAP1;APCS;KMT2D;CDC123;PSMD11;TMED10;KMT2A;SRC;POMP;NOL3;NAPG;TMEM70;SLC9A1;HSPD1;PSMB5;CLTRN;KRIT1;LPXN;PPARGC1A;EPS15;GBP1;EIF4B;TCF7L2;CREBBP;LRRC23;TTC12;RBPMS;NIFK;SLC31A1;HSPA4;PTGES3;TRAPPC4;ADRM1;FN1;HIP1R;PILRB;TBCA;PML;AFDN;FASN;CAPZA2;SRPRA;PSMG1;ANKS4B;MDM4;SUGT1;FERMT2","Low"
"2530","Endocytic Recycling (GO:0032456)","28/64",6.05045383680276e-07,9.80173521562047e-05,0,0,3.77471129379526,54.0461742522903,"VPS29;STX12;SNX12;VPS26C;PTPN23;SNX3;SNX4;VPS53;MICALL1;VPS52;MICALL2;VTI1A;ENTR1;WASHC1;EPS15;ATP6AP1;CMTM6;LMTK2;SNF8;EHD1;EHD4;RAB14;HGS;RAB13;CCDC22;ARF6;RAB7A;VPS35L","Low"
"2531","Regulation of Apoptotic Process (GO:0042981)","171/704",6.63171638099849e-07,0.000103852678526436,0,0,1.57640070401034,22.4262421390624,"ANKRD13C;MTCH2;ARL6IP1;ZFAND6;CAAP1;CIB1;CCAR2;IFIT3;IFIT2;PYCARD;UXT;RPS6KA3;SLK;KAT5;FAM162A;LONP1;TNFSF10;CCNL2;TMEM14A;IER3;TGM2;DAPK1;IGFBP3;ACTN1;FBXO11;MAPK8IP3;ATAD3A;NSMF;VDAC1;ALPK2;PPIA;PPID;ATF4;NOTCH2;PSMD10;MAGED1;MAPKAP1;GLO1;HPN;HIGD1A;KNG1;HSP90B1;PRDX3;PKHD1;PRDX2;PRDX5;UBB;BAG3;PDCD10;UBD;MAP3K20;NAE1;ZBTB7A;IP6K2;MCL1;TXNDC5;HSPA9;JUN;XBP1;NIBAN2;OPN3;CRADD;GADD45B;HSPA5;API5;PLK2;ASNS;SMAD5;NFKB1;TNFRSF10D;MLLT11;CXCL10;BMP2;HNRNPK;SON;FASN;BCL3;BCL2;ANP32E;PANO1;ANP32B;BCL2L1;ITGB1;USP36;TNFAIP8;CITED2;HSPB1;TRIAP1;IER3IP1;MED12;ING5;MYDGF;PIDD1;ING3;CASP8;TCTN3;VPS72;CASP6;C1QBP;RACK1;MLST8;MYO18A;CTSH;PLEKHN1;CTSD;RBM5;BOK;CTSB;HTATIP2;PRMT2;TNFRSF12A;USP42;ANXA4;ACTL6A;ANXA5;SIGMAR1;PAWR;YWHAZ;RHOB;DNM2;SUPV3L1;RNF144B;HAX1;CREB1;ANG;DSG2;GAS6;ARHGEF7;EEF1E1;BIRC3;HDAC2;PRKAA1;HDAC3;HDAC1;SRC;TAF9;IFI6;DDX20;NOL3;CBL;FSTL1;EGFR;MALT1;HSPD1;ERBB3;ERBB2;SAP18;BNIP2;HS1BP3;LCMT1;MBD4;NPM1;EGLN2;MGMT;STAT1;HIP1R;VEGFA;DNAJA1;TJP1;RSL1D1;SH3RF2;PINK1;ITCH;GOLPH3;KRT18;ERCC3;TCIM;STK17A;ACIN1;TAF6;TPT1","Low"
"2532","Protein Polyubiquitination (GO:0000209)","69/228",7.20494799931167e-07,0.000109189824841181,0,0,2.11590456699094,29.925931543468,"UBE3C;FBXO28;UBE2D3;TNFAIP3;UBE2L6;UBE2L5;UXT;NPEPPS;RNF115;CDC23;RNF114;UBE2Q1;RUSC1;CDC27;FBXO4;TRIM25;TRIM21;RNF152;TRIM22;SKP1;ARRDC4;FBXW11;ZFP91;RNF41;RNF167;TRAF7;CDC34;IFI27;RBCK1;ZNF598;THOP1;TRIM55;ANAPC2;TRIM56;RNF31;RNF34;CUL5;TNKS;MYCBP2;UBR4;RNF8;UBR2;RNF6;UBE2J2;ANAPC11;ZNRF1;ZNRF2;RNF213;RNF216;UBR5;MARCHF6;RNF20;AMFR;HUWE1;PEX10;WWP2;UBE2G2;UBE2A;UBE2W;ITCH;NEDD4;CDC16;KBTBD2;BCL2;UBE2N;TPP2;TRIP12;STUB1;UBE2K","Low"
"2533","Mitochondrial Translation (GO:0032543)","36/94",8.67364331845762e-07,0.000127339925969106,0,0,3.01540459905421,42.0884345977842,"GFM1;MRPS15;MRPS35;GFM2;MRPS11;MRPL18;MRPS33;MRPL19;MRPS34;MRPL14;MRPL58;MRPL37;MRPL12;MRPL35;MRPL13;MRPL32;MRPL54;MRPL33;MRPL4;MRPL41;MTG1;IARS2;MRPL9;MRPS26;MRPS25;MRPS22;MRPL48;MRPL45;MRPL23;MRPL46;TUFM;MRPL52;MRPL30;MRPL53;MRPS9;MTRF1L","Low"
"2534","rRNA Metabolic Process (GO:0016072)","37/98",9.26666373122239e-07,0.000131923594573584,0,0,2.94707963149742,40.9398642932828,"TRIR;DDX47;NOP2;RPL11;MRM3;NOL6;RRP7A;EXOSC7;EXOSC6;RPS17;EXOSC5;RPS16;EXOSC10;RPS19;EXOSC8;RPL14;METTL5;RRP36;MTREX;DCAF13;NOP14;WDR36;RPS7;BRF1;NIFK;GTF3A;DDX54;RPL35A;SIRT7;RPS25;RPS28;RPS27;XRN2;SBDS;RPL27;RPL26;RPS24","Low"
"2535","Regulation of Autophagy (GO:0010506)","69/230",1.02512619172278e-06,0.000141298291152358,0,0,2.0893653152197,28.8137994695445,"VPS29;USP33;CISD2;KEAP1;HSPB1;PIK3C2A;GOLGA2;RPTOR;DEPTOR;CAPNS1;KAT5;ZC3H12A;MLST8;CAPN1;ATP6V1E1;ATP6V1E2;TRIM21;RNF152;WASHC1;TRIM22;BOK;SH3GLB1;RUBCN;ATP6V0E1;DAPK1;EEF1A1;HAX1;CCNY;RRAGB;RRAGD;ULK3;WAC;ATP6V1B2;ULK1;VDAC1;SMCR8;ATP6V0D1;ATP6V0C;GAPDH;PRKAA1;PIK3R4;UBR4;HDAC6;IFI16;ATG101;ORMDL3;STK38L;ABL2;ATP6V1H;TBC1D14;DRAM2;ATP6V1D;EIF4E;SNX6;MCL1;XBP1;PLK2;SVIP;TPCN2;RMC1;TMEM59;IRGQ;PINK1;NEDD4;BCL2;EIF4G3;EIF4G2;CDK16;BCL2L1","Low"
"2536","Transcription by RNA Polymerase II (GO:0006366)","62/200",1.05266926145861e-06,0.000141298291152358,0,0,2.18881840218681,30.1272936834512,"ELL;ICE2;MED16;SNAPC4;ELOC;ANXA2;NCBP1;SSU72;GTF2F1;ETV7;CREB1;XRN2;MED20;RARA;PPARG;IRF9;ATF4;CEBPD;CTR9;MAZ;TAF9;SUPT4H1;ZBTB1;GTF2E1;SUPT6H;RXRA;DEAF1;POLR2B;TAF1C;LEO1;RPRD1B;RPRD1A;POLR2H;POLR2I;PPARGC1A;POLR2K;S100A10;TCFL5;MBD4;XBP1;NFYA;TAF13;TAF10;ADRM1;TAF11;ELP2;GTF2H1;ELP4;GTF2H2;SUPT5H;ELL2;GTF2H4;ELL3;NFKB1;SETX;DRAP1;ERCC3;TCEA1;TAF7;TAF6;ERCC6;TAF2","Low"
"2537","Negative Regulation of Viral Process (GO:0048525)","28/66",1.29288121404607e-06,0.000168720998433012,0,0,3.57560960534042,48.4803938756286,"IFITM1;SP100;IFIT5;UBP1;IFIT1;OASL;IFI16;TRIM21;IL32;APOBEC3F;RSAD2;STAT1;MX1;EIF2AK2;ISG15;BST2;ISG20;FAM111A;PLSCR1;MAVS;ZNFX1;OAS1;OAS2;OAS3;TRIM13;TRIM14;PPIA;TRIM11","Low"
"2538","Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)","175/732",1.44160807768011e-06,0.000183045263484896,0,0,1.54334385706093,20.757591120133,"ZNF692;HDAC10;WWC1;CTNND1;UBE2D3;WWC2;ATN1;EHMT1;HNRNPU;KEAP1;ENO1;RBPJ;ETS2;UXT;RPS14;KAT5;WWC3;KMT5A;ZGPAT;RPL23;ZNF281;USP2;SOX13;ARID5B;DICER1;TLE5;RUNX1;THAP1;EID1;EID2;IFI27;TBL1XR1;EZR;MZF1;PPID;ATF4;PSMD10;NOTCH1;CTBP1;MAX;MAGED1;MAZ;CTR9;CREM;SUPT4H1;ZBTB1;PHF21A;SDCBP;HMBOX1;ATXN1;DEAF1;NACC2;MIER1;MBIP;ZBTB7A;SKIL;PRNP;CREBBP;JUN;XBP1;JUND;SMAD3;UBE2I;ZBTB14;ZBTB16;CAV1;ZBTB10;IRF2BP2;SUPT5H;NR0B2;NFKB1;NR2F6;POU6F1;SMARCA4;SMAD7;H1-5;DRAP1;EFNA1;NFKBIA;BMP2;DLG1;MAFB;CNOT2;MAFG;ID2;MAFF;PHF14;GTF2IRD1;MAFK;MDM4;OGT;ZNF653;NFE2L1;CC2D1A;FGFR2;EZH2;ZNF254;CITED2;CHD8;BHLHE41;HMGB2;SGF29;PHF6;ING3;VPS72;C1QBP;WDR5;LRRFIP1;NCK1;NKX3-1;KLF10;TGIF1;HSBP1;SIRT7;PARP9;YWHAZ;NCOR2;DUSP22;ETV7;KAT2B;MED25;SARS1;SFPQ;CRY2;IRF2;RARA;CRY1;PPARG;PPARA;JDP2;KANK2;HDAC4;YAP1;CEBPA;HDAC5;HDAC2;SP100;HDAC3;HDAC1;SRC;NR1I2;DDX20;ZBTB45;PURB;CUX2;RXRA;MTA1;IFI16;RBBP4;CUX1;ATXN1L;PCGF1;APBB2;RALY;ZNF589;TBL1X;SAMD1;MTA2;MTA3;JAZF1;TCFL5;MBD4;TCF7L2;STAT1;CNBP;WWP2;VEGFA;SKI;KLF7;NR6A1;NEDD4;POLE3;TAF7;TRIM37;ZNF354B","Low"
"2539","Negative Regulation of Programmed Cell Death (GO:0043069)","102/382",1.64613489750997e-06,0.000203514256539522,0,0,1.78053935860058,23.711585979599,"ARL6IP1;ZFAND6;CAAP1;CIB1;TM7SF3;IFIT3;RPS6KA3;FTH1;LONP1;TMEM14A;IER3;MAPK8IP3;ATAD3A;VDAC1;NOTCH2;PSMD10;MAPKAP1;GLO1;HPN;HIGD1A;HSP90B1;PKHD1;PRDX3;PRDX2;PRDX5;PDCD10;BAG3;HMOX1;MCL1;TXNDC5;HSPA9;XBP1;NIBAN2;OPN3;HSPA5;API5;PLK2;ASNS;SMAD5;NFKB1;TNFRSF10D;HNRNPK;SON;FASN;BCL3;BCL2;ANP32B;BCL2L1;TNFAIP8;CITED2;HSPB1;TRIAP1;MED12;MYDGF;PIDD1;VPS72;MLST8;MYO18A;CTSH;HTATIP2;GPX4;ANXA4;ANXA5;YWHAZ;SUPV3L1;RNF144B;CREB1;HAX1;ANG;DSG2;GAS6;BIRC3;KANK2;HDAC2;PRKAA1;HDAC3;HDAC1;SRC;TAF9;IFI6;NOL3;CBL;FSTL1;EGFR;MALT1;HSPD1;ERBB3;ERBB2;BNIP2;MBD4;NPM1;TIGAR;MGMT;VEGFA;TJP1;DNAJA1;SH3RF2;ITCH;GOLPH3;KRT18;TCIM;TPT1","Low"
"2540","Negative Regulation of Catabolic Process (GO:0009895)","42/120",1.85204299410597e-06,0.000221333621668242,0,0,2.61738026124819,34.5473810511804,"PRKAA1;SF3B3;PDE3B;RPL11;SNX12;ATRAID;EGFR;GOLGA2;SNX3;RPTOR;MLST8;STK38L;TBC1D14;WASHC1;EIF4E;CDK5RAP3;MCL1;RUBCN;RIC1;RPS7;USP5;RPL23;CYP51A1;SGTA;AZIN2;APOC3;PML;PHF20L1;PDCL3;TRIM39;PPP1R3B;RRAGB;DLC1;RRAGD;APOC1;BCL2;MDM4;QRICH2;NRDE2;EIF4G3;EIF4G2;BCL2L1","Low"
"2541","Negative Regulation of DNA-templated Transcription (GO:0045892)","229/1006",1.88449230879729e-06,0.000221333621668242,0,0,1.45191453990206,19.1389227348776,"HDAC10;EHMT1;KEAP1;HNRNPU;ENO1;RBPJ;CCAR2;UXT;RPS14;KAT5;ZNF281;RPL23;SOX13;DICER1;THAP1;RUNX1;EID1;EID2;IFI27;EZR;ATF4;L3MBTL1;ZNF397;ZNF396;L3MBTL3;CTBP1;MAGED1;CTR9;SUPT4H1;ZBTB1;BAZ2A;HIF1A;PRDX5;MIER1;ZBTB7A;SNX6;CREBBP;JUN;XBP1;XRCC6;JUND;SMARCA5;IRF2BP2;NR0B2;PHC3;NR2F6;SMARCA4;POU6F1;H1-5;HNRNPK;ID2;GTF2IRD1;RCOR3;EZH2;ZNF254;CITED2;BHLHE41;PTPRK;SGF29;LIMD1;PHF6;ING3;C1QBP;PRMT6;ZHX3;PRMT2;HSBP1;SIRT7;PARP9;COMMD7;NCOR2;KAT2B;MED25;RARA;PPARG;PPARA;GAS6;JDP2;KANK2;YAP1;SP100;NR1I2;PURB;RXRA;CUX2;CUX1;PCGF1;APBB2;ZNF589;TBL1X;SAMD1;MBD4;STAT1;WWP2;VEGFA;SKI;NR6A1;NEDD4;LIMS1;ZNF354B;ZNF692;NDUFA13;WWC1;UBE2D3;WWC2;CTNND1;ATN1;ETS2;SCMH1;WWC3;KMT5A;PIAS4;ZGPAT;USP2;ARID5B;FOXP2;FOXP1;TLE5;TBL1XR1;ZNF438;MZF1;PPID;PSMD10;NOTCH1;MAX;MAZ;CREM;PHF21A;SDCBP;HMBOX1;ATXN1;DEAF1;NACC2;MBIP;SKIL;SMAD2;PRNP;HSPA8;NIBAN2;UBE2I;SMAD3;ZBTB14;CBX3;ZBTB16;CAV1;NONO;ZBTB10;HMGA1;SUPT5H;NFKB1;SMAD7;DRAP1;EFNA1;NFKBIA;BMP2;DLG1;MAFB;CNOT2;MAFG;BCL3;MAFF;PHF14;MDM4;MAFK;ZNF777;OGT;ZNF653;NFE2L1;FGFR2;ZNF512B;KDM5C;ZC3H4;CHD8;HMGB2;SUMO4;CHD4;YWHAQ;VPS72;WDR5;LRRFIP1;NCK1;NKX3-1;TGIF1;KLF10;YWHAZ;ETV7;DUSP22;SFPQ;SARS1;CREB1;ZNF639;IRF1;CRY2;IRF2;CRY1;LANCL2;L3MBTL4;HDAC4;CEBPA;HDAC5;HDAC2;HDAC3;SRC;HDAC1;DDX20;ZBTB45;PPM1F;HDAC6;MTA1;IFI16;RBBP4;CCDC85B;ATXN1L;SAP18;RALY;MTA2;MTA3;JAZF1;TCFL5;ATF7IP;SMARCE1;TCF7L2;CNBP;PML;KLF7;POLE3;PDCD4;TAF7;TRIM37","Low"
"2542","mRNA Processing (GO:0006397)","67/226",2.30966031222446e-06,0.000264653271873915,0,0,2.05335358165547,26.6492648532314,"RAMAC;GEMIN2;CHD8;H2AB1;HNRNPU;CWC25;DDX41;USP39;VIRMA;PNN;UBL5;SART1;METTL14;SNRPD2;SNRNP70;PAPOLA;MTREX;SNRPD3;CMTR1;BCAS2;RBM5;RBM6;NCBP1;SRRM1;SFPQ;PRPF6;DDX39B;HNRNPH1;FRG1;SNRPG;PPIE;PPIH;SNRPE;SRSF4;SNRPA1;SRSF5;SNRPC;SRSF6;SRSF9;ZCCHC8;SF3B5;SF3B3;DHX8;PRPF8;U2AF2;LEO1;RPRD1B;RALY;RPRD1A;HNRNPA1;PPARGC1A;HSPA8;SF3A1;CPSF7;TRMT10C;LSM4;LSM2;HNRNPM;NUDT21;LSM7;HNRNPK;LSM6;SON;RBM42;PRPF31;HNRNPC;TRMT61B","Low"
"2543","Negative Regulation of Apoptotic Process (GO:0043066)","121/475",2.51227089319473e-06,0.000281015444195924,0,0,1.67261993073,21.5673024384428,"CNTF;ARL6IP1;ZFAND6;CAAP1;CIB1;IFIT3;NRBP2;RPS6KA3;ZC3H12A;LONP1;TMEM14A;IER3;MAPK8IP2;MAPK8IP3;ATAD3A;MSH2;VDAC1;NOTCH2;PSMD10;NOTCH1;MAPKAP1;GLO1;HPN;MAZ;HIGD1A;HSP90B1;PRDX3;PKHD1;PRDX2;PRDX5;BAG3;PDCD10;APOH;PPARGC1A;MCL1;TXNDC5;SNX6;HSPA9;XBP1;NIBAN2;OPN3;HSPA5;API5;PLK2;CAV1;ASNS;SMAD5;NFKB1;TNFRSF10D;HNRNPK;SON;FASN;BCL3;BCL2;ANP32B;RETREG1;CPEB4;BCL2L1;ITGB1;TNFAIP8;CITED2;HSPB1;TNFAIP3;TRIAP1;MED12;MYDGF;PIDD1;VPS72;MLST8;MYO18A;CTSH;HTATIP2;FGB;FGA;ANXA4;ANXA5;YWHAZ;SUPV3L1;RNF144B;HAX1;CREB1;PTRH2;TMBIM1;ANG;DSG2;ITGA5;GAS6;BIRC3;YAP1;HDAC2;PRKAA1;HDAC3;HDAC1;SRC;TAF9;IFI6;NOL3;CBL;FSTL1;EGFR;MALT1;HSPD1;ERBB3;ERBB2;KRIT1;CCL2;BNIP2;MBD4;NPM1;MGMT;SOD2;VEGFA;DNAJA1;TJP1;SH3RF2;PINK1;ITCH;GOLPH3;KRT18;TCIM;TPT1","Low"
"2544","Maturation of SSU-rRNA (GO:0030490)","19/38",3.43592516047529e-06,0.000375394800090997,0,0,4.84538799414348,60.9609133448322,"NOP14;UTP4;RIOK3;RPS8;UTP3;NAT10;DDX52;PWP2;RPS14;RPS28;RPS16;LSM6;RPS19;TSR2;RRP36;MPHOSPH10;TSR1;NOL11;DCAF13","Low"
"2545","Response to Interferon-Beta (GO:0035456)","16/29",3.87925466944314e-06,0.000414198600841906,0,0,5.96048071296755,74.2668000288754,"IFNAR2;IFITM1;NDUFA13;PNPT1;STAT1;UBE2G2;BST2;PLSCR1;CDC34;IFI16;OAS1;IRF1;CALM1;XAF1;UBE2K;IFNAR1","Low"
"2546","Heterochromatin Formation (GO:0031507)","29/73",4.17627020108954e-06,0.000436002608993748,0,0,3.19809104258443,39.6118498974984,"H2AX;L3MBTL1;KMT2D;HDAC2;HDAC1;H2AB1;HNRNPU;BAZ2A;UBR2;LMNB1;H2AC14;SCMH1;UBR5;MORC2;H2AZ1;H2AC7;CBX3;CBX1;SMARCA5;H1-0;SMARCA4;H2AJ;HNRNPK;ZNFX1;POLE3;TRIP12;NRDE2;MPHOSPH8;EZH2","Low"
"2547","Modification-Dependent Protein Catabolic Process (GO:0019941)","62/208",4.4547045684374e-06,0.000454960914402585,0,0,2.06787565608801,25.4794329053254,"RNF11;UBE3C;USP33;UBE2D3;KEAP1;RNF19B;UBE2L6;UBE2L5;HERC5;NUB1;CDC23;RNF114;FBXO4;LONP1;TRIM25;ELOC;FBXW4;RNF43;FBXO11;RNF40;DDB1;RNF144B;RNF167;CDC34;RNF128;WDR81;UBA52;PSMD11;RNF34;UBR4;RNF8;RNF6;UBE2J2;CBL;ANAPC11;RNF213;UBB;RNF215;UBD;RBBP6;PSMF1;RNF130;RNF20;XBP1;UBE2I;KLHL25;EDEM1;HUWE1;ISG15;UBE2G2;UBE2A;NTAN1;CHFR;ITCH;PINK1;RNF149;TOLLIP;NEDD4;TRIP12;UBA1;STUB1;UBE2K","Low"
"2548","Mitochondrial Gene Expression (GO:0140053)","36/100",4.70657001302987e-06,0.000470456721727965,0,0,2.73171718658034,33.508748597214,"MRPS15;MRPS35;GFM2;MRPL18;MRPS11;MRPS33;MRPL19;MRPS34;MRPL14;MRPL58;MRPL37;MRPL12;MRPL13;MRPL35;MRPL32;MRPL54;MRPL33;MRPL4;MRPL41;MTG1;IARS2;MRPL9;MRPS26;MRPS25;MRPS22;TWNK;MRPL48;POLRMT;MRPL23;MRPL45;MRPL46;MRPL30;MRPL52;MRPL53;MRPS9;FASTKD5","Low"
"2549","Protein Ubiquitination (GO:0016567)","97/369",6.01290989061121e-06,0.000588513555543572,0,0,1.74130294910892,20.93325058339,"UBE3C;FBXO28;UBE2D3;KEAP1;RNF19B;UBE2L6;HERC5;NPEPPS;NUB1;RNF115;CDC23;RNF114;RUSC1;CDC27;FBXO4;TRIM25;TRIM21;SKP1;ARRDC4;ATG3;RNF43;USP5;FBXW11;FBXO11;RNF41;CDC34;TRIM13;RBCK1;UBA52;TRIM11;KLHL18;CUL5;TNKS;ZC4H2;MYCBP2;DTX2;UBR2;UBE2J2;ANAPC11;RNF213;UBB;UBD;UBR5;KLHL25;ISG15;UBE2A;UBE2W;UVSSA;CDC16;BCL2;UBE2N;TPP2;MDM4;UBA1;UBE2K;DET1;RNF10;RNF11;UBE2Q1;RACK1;ELOC;RNF152;UCHL3;DDB1;RNF167;TRAF7;ZNF598;THOP1;TRIM56;RNF31;RNF34;RNF8;RNF6;CBL;PCNP;RNF139;MARCHF7;TRIM47;RBBP6;MARCHF6;RNF20;TRIM41;AMFR;HUWE1;PEX10;WWP2;UBE2G2;CUL4A;SH3RF2;ITCH;PINK1;KLHL7;NEDD4;RFWD3;TRIP12;STUB1;TRIM37","Low"
"2550","Membraneless Organelle Assembly (GO:0140694)","45/139",8.74043300047476e-06,0.000838011310943478,0,0,2.32680198137906,27.1015443427924,"DAZAP2;HDAC3;TNKS;FLII;LIMD1;ZFYVE1;BICD1;GOLGA2;FXR1;EIF4ENIF1;ALKBH5;ATXN2;RNF213;PPP2R1B;POGZ;G3BP1;SH3PXD2B;RCC1;UBAP2L;EIF2A;DYNC1H1;NPM1;DBNL;YTHDF2;YTHDF3;FUS;NEK6;STARD9;TMOD2;PRRC2C;INO80;EIF2S1;LSM4;PISD;HAUS1;ATXN2L;EIF5;CAPRIN1;ANG;CEP85;SUGT1;MYL9;TNRC6A;CDS2;RPS23","Low"
