Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Toxicity
Regulation of Defense Response (GO:0031347),20/103,0.29944904686342433,0.6876455050641932,0,0,1.172080008806224,1.4133069712892328,AHSG;ELMOD2;SPATA2;USP18;HERC5;PYCARD;CYLD;PSMA6;IFI16;IRF1;DHX58;CASP4;CASP1;APOE;GGT1;MYD88;APPL2;MGLL;BIRC3;BRD4,Low
Mitotic DNA Damage Checkpoint Signaling (GO:0044773),12/59,0.30002366116832396,0.6886271379439706,0,0,1.2416873635413865,1.4948598884617486,TRIM39;EME2;RFWD3;TAOK2;WAC;HUS1B;RPS27L;TRIAP1;TOPBP1;ZNF367;DGKZ;CDK5RAP3,Low
Positive Regulation of Myeloid Leukocyte Differentiation (GO:0002763),9/43,0.30655522498161225,0.7032737514284045,0,0,1.2872140042856155,1.5219469524425338,RPTOR;PPP3CA;HAX1;FES;ID2;CTNNBIP1;FADD;EEIG1;RUNX1,Low
"Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)",6/27,0.3082779594781354,0.7054967483411607,0,0,1.389240639020504,1.6347936969929482,NCBP1;DHX34;SKIC3;ZC3H12A;UPF3B;SMG5,Low
Positive Regulation of DNA Binding (GO:0043388),6/27,0.3082779594781354,0.7054967483411607,0,0,1.389240639020504,1.6347936969929482,SKI;NIBAN2;SUMO4;EDF1;H1-0;TXN2,Low
Regulation of Interferon-Alpha Production (GO:0032647),6/27,0.3082779594781354,0.7054967483411607,0,0,1.389240639020504,1.6347936969929482,IFIH1;MAVS;RIPK2;STAT1;HSPD1;RIGI,Low
Regulation of Myelination (GO:0031641),6/27,0.3082779594781354,0.7054967483411607,0,0,1.389240639020504,1.6347936969929482,RNF10;TMEM98;NSUN5;SCO2;EIF2AK3;DICER1,Low
Regulation of Protein Localization to Cell Periphery (GO:1904375),6/27,0.3082779594781354,0.7054967483411607,0,0,1.389240639020504,1.6347936969929482,CAMK2B;VPS4A;STX7;CAMK2G;GBP1;SPTBN1,Low
Positive Regulation of Angiogenesis (GO:0045766),24/126,0.3105167742761092,0.7102729734174932,0,0,1.1445333518476732,1.3385516190881444,ITGB1;XBP1;ECM1;CXCL8;CLSTN1;HSPB1;JMJD8;HIF1A;RUNX1;RHOB;VEGFA;TJP1;MYDGF;PDCL3;PKM;HOOK2;ZC3H12A;NINJ1;ANGPTL3;HMOX1;CTSH;DSG2;ITGA5;JAK1,Low
Positive Regulation of Organelle Assembly (GO:1902117),13/65,0.3110825179462947,0.7112194352655884,0,0,1.2158088235294118,1.4196964021068454,SH3GLB1;DYNC1H1;RALB;CEP120;TOX4;SDCBP;SNX4;CAPRIN1;CNOT2;CROCC;G3BP1;UBAP2L;ENTR1,Low
Positive Regulation of Protein Phosphorylation (GO:0001934),32/171,0.3119596898078984,0.7128766349125804,0,0,1.1199615285588742,1.3046222400533514,TENM1;HDAC3;RALB;CAB39;BRAT1;CIB1;EGFR;TXN2;CAMKK2;RPTOR;MYDGF;PDCD10;FLOT1;RACK1;MAPK1;NKX3-1;MAP2K3;XBP1;XRCC6;RIPK2;TNK2;ATG14;VEGFA;EFNA1;BMP2;PINK1;JTB;PKN1;GAS6;CNOT9;UBE2K;PFN2,Low
Small GTPase-mediated Signal Transduction (GO:0007264),35/188,0.31309054447964424,0.7151116389286164,0,0,1.1129105283321143,1.292381652802425,RIPOR1;RALB;GDI1;RRAD;PRKCSH;HACD3;RAPGEFL1;ARHGAP12;GNA13;VPS72;G3BP1;GNA12;KRIT1;ARFIP2;HRAS;PHACTR4;KSR1;PLK2;TNK2;RHOG;ARHGEF18;RRAS2;RHOD;RHOB;BCR;RAP2B;ELMO1;RAPGEF1;RAB18;GRB2;RGL3;ARHGEF1;ARHGEF7;RAPGEF5;NUCB2,Low
Positive Regulation of Signal Transduction (GO:0009967),47/256,0.31410233009815497,0.7170726365167635,0,0,1.0942040728136986,1.267128204578862,ITGB1;MACF1;CD63;PHB1;SRC;ILK;TNFAIP3;LAMC1;RBPJ;AGPAT1;HIF1A;AGPAT2;CDKN2AIP;HSP90B1;ING5;CUX2;PDCD10;STK36;MGAT5;CTSH;WLS;PRNP;CSNK2A2;ATP6AP2;PTPN11;TPD52L1;SMARCA4;VEGFA;SKI;EFNA1;TRAF7;BMP2;TRIM39;FASN;C1QTNF12;DLG5;ULK3;UBE2N;LANCL2;PPARG;ITGA5;GAS6;ATP6V0C;GAS8;LIMS2;FGFR2;LIMS1,Low
DNA Damage Checkpoint Signaling (GO:0000077),8/38,0.3170629771665224,0.7194040534655141,0,0,1.2966813509544788,1.4894393339542409,H2AX;RRAD;MAP3K20;FBXO6;GNB1L;TOPBP1;ERCC6;PARP9,Low
Negative Regulation of Transport (GO:0051051),8/38,0.3170629771665224,0.7194040534655141,0,0,1.2966813509544788,1.4894393339542409,SNX3;RUBCN;PXK;ERBB3;SNX12;WWP2;PPM1F;RAB7A,Low
Positive Regulation of Immunoglobulin Production (GO:0002639),8/38,0.3170629771665224,0.7194040534655141,0,0,1.2966813509544788,1.4894393339542409,PHB1;XBP1;RBP4;KMT5C;HMCES;DNAJB9;IL13RA1;VAMP3,Low
Regulation of Axonogenesis (GO:0050770),8/38,0.3170629771665224,0.7194040534655141,0,0,1.2966813509544788,1.4894393339542409,SIPA1L1;GDI1;PLXNB2;PLXNB1;PKN1;ARHGEF7;SKIL;MARK2,Low
ERK1 and ERK2 Cascade (GO:0070371),5/22,0.3179580967122395,0.7194040534655141,0,0,1.4300262358464513,1.6385750789773674,MAP2K2;RIPK2;CTSH;MAPK1;ZFP36L2,Low
Alpha-Amino Acid Catabolic Process (GO:1901606),5/22,0.3179580967122395,0.7194040534655141,0,0,1.4300262358464513,1.6385750789773674,ALDH4A1;SARDH;PIPOX;THNSL2;HIBCH,Low
Positive Regulation of Vacuole Organization (GO:0044090),5/22,0.3179580967122395,0.7194040534655141,0,0,1.4300262358464513,1.6385750789773674,SH3GLB1;SNX4;PPP3CB;RALB;MCOLN1,Low
Regulation of Cardiac Muscle Contraction by Calcium Ion Signaling (GO:0010882),5/22,0.3179580967122395,0.7194040534655141,0,0,1.4300262358464513,1.6385750789773674,CALM3;ATP1B1;CALM1;CALM2;SLC9A1,Low
Thioester Metabolic Process (GO:0035383),5/22,0.3179580967122395,0.7194040534655141,0,0,1.4300262358464513,1.6385750789773674,OXSM;ACOT2;ACSM2A;ACSM5;ACOT4,Low
Negative Regulation of Defense Response (GO:0031348),23/121,0.319356677496372,0.7194040534655141,0,0,1.141553789657456,1.303022794141203,MAPKBP1;TNFAIP3;NMI;NFKB1;FXR1;CYLD;ITCH;NR5A2;IFI16;PPP1R13L;C1QBP;TMSB4X;LPCAT3;DHX58;LONP1;SIRPA;SAA2;FAM76B;PPARG;APOE;PPARA;TRIM21;EXTL3,Low
Positive Regulation of Tumor Necrosis Factor Production (GO:0032760),16/82,0.319668866276154,0.7194040534655141,0,0,1.1790082158053898,1.344623042239494,ARFGEF2;ORM1;FZD5;NDUFA2;HSPB1;PTPN11;PPP1R9B;IFIH1;PYCARD;MAVS;OAS1;OAS2;OAS3;LBP;FADD;RIGI,Low
Response to Insulin (GO:0032868),16/82,0.319668866276154,0.7194040534655141,0,0,1.1790082158053898,1.344623042239494,XBP1;INSIG1;MAPKAP1;INSR;PDE3B;SYAP1;IRS2;RAB10;KAT2B;PKM;CAPN10;RAB13;PPARG;OGT;PCK2;ZBED3,Low
Positive Regulation of Cell Differentiation (GO:0045597),54/297,0.32598747118125354,0.7194040534655141,0,0,1.0812741887466508,1.2119962702286124,IFITM1;MTCH2;SYAP1;LAMC1;ATRAID;RPS6KA3;PPP3CA;KAT5;PPP1R13L;ZC3H12A;DPF3;NRCAM;HIF1AN;ARID2;IL6R;ZHX3;IGFBP3;ACTL6A;CTNNBIP1;TGFBR2;NR5A2;CREB1;KCTD11;PPARG;ADAM8;YAP1;SMARCD1;SMARCD2;ZC4H2;LRP5;SDCBP;MAPK9;BLOC1S6;LRRC8A;BCL9L;SMAD2;SMARCE1;WWTR1;TCF7L2;XBP1;SMAD3;PHF10;ZBTB16;PLA2G2A;SMAD5;NFKB1;SMARCA4;NUDT21;BMP2;FES;ID2;CARM1;FERMT2;EZH2,Low
T Cell Receptor Signaling Pathway (GO:0050852),17/88,0.3277162140582435,0.7194040534655141,0,0,1.1644685545546543,1.2990895573661203,RNF31;BTN3A1;RIPK2;CLSTN1;RFTN1;HLA-A;SPPL3;MALT1;NCOR2;NFKBIZ;ZC3H12A;SLC39A6;UBE2N;RBCK1;EIF2B1;ERMAP;CD276,Low
DNA Biosynthetic Process (GO:0071897),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,POLA1;RRM2B;POLD2;TYMS,Low
Carbohydrate Derivative Transport (GO:1901264),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,SLC25A19;LBP;SLC15A4;SLC29A3,Low
Cortical Actin Cytoskeleton Organization (GO:0030866),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,TOX4;STRIP1;DLG1;RAB13,Low
Glucose 6-Phosphate Metabolic Process (GO:0051156),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,HOOK2;HKDC1;PGLS;G6PC1,Low
Leukocyte Tethering or Rolling (GO:0050901),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,ITGB1;GOLPH3;SELENOP;PPP1R9B,Low
Long-Chain fatty-acyl-CoA Biosynthetic Process (GO:0035338),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,ACSL1;ELOVL5;ELOVL6;ACSL3,Low
Negative Regulation of Fibroblast Proliferation (GO:0048147),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,PARP10;SKI;MED25;FTH1,Low
Negative Regulation of Inflammatory Response to Antigenic Stimulus (GO:0002862),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,YES1;SRC;PLK2;RHBDF2,Low
Negative Regulation of Intracellular Protein Transport (GO:0090317),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,NFKBIA;SP100;INSIG1;FAM76B,Low
Peroxisomal Membrane Transport (GO:0015919),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,PEX3;PEX6;PEX10;TRIM37,Low
Positive Regulation of Cardiac Muscle Tissue Growth (GO:0055023),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,NOTCH1;LONP1;RBPJ;FGFR2,Low
Positive Regulation of Cholesterol Metabolic Process (GO:0090205),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,PRKAA1;MAPK1;APOE;KPNB1,Low
Protein Mannosylation (GO:0035268),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,POMT2;DPM1;FKRP;RXYLT1,Low
Regulation of Endothelial Cell Chemotaxis (GO:2001026),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,NOTCH1;TMSB4X;HSPB1;VEGFA,Low
Regulation of Nucleocytoplasmic Transport (GO:0046822),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,IFI27;NEDD4;SIRT7;PTPN14,Low
Regulation of Receptor Recycling (GO:0001919),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,AP1AR;ECE1;TBC1D16;VAMP3,Low
Regulation of Ubiquitin Protein Ligase Activity (GO:1904666),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,RPL23;RPL11;ZNF367;SKP1,Low
Ribosomal Large Subunit Assembly (GO:0000027),4/17,0.3277337931345608,0.7194040534655141,0,0,1.4959496355800257,1.6688120110026086,MTG1;MTG2;NOP2;RPL11,Low
Negative Regulation of Developmental Growth (GO:0048640),7/33,0.3284181051653813,0.7194040534655141,0,0,1.309081259316139,1.4576197924996808,GDF15;WWC1;WWC2;WWC3;RNF6;ULK1;FGFR3,Low
Regulation of Small Molecule Metabolic Process (GO:0062012),7/33,0.3284181051653813,0.7194040534655141,0,0,1.309081259316139,1.4576197924996808,ACADVL;ARV1;CAV1;EPHX2;PRKAG2;APOE;PPARA,Low
Regulation of Neurogenesis (GO:0050767),13/66,0.33179009400975124,0.7194040534655141,0,0,1.1927968923418424,1.315956459989284,YAP1;NOTCH1;YTHDF2;DYNLT1;SERPINF1;BHLHE41;HMGB2;FXR1;NUMB;ZNF335;B2M;APPL2;S100A10,Low
Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092),20/105,0.33191966071562123,0.7194040534655141,0,0,1.144362961807181,1.2620747968687807,RNF31;NPM1;EIF2AK2;CIB1;TRAF1;MALT1;PYCARD;PRDX3;PSMA6;UBE2N;TRIM25;TRIM14;TRIM37;RBCK1;ERC1;MAP3K13;ZBTB7A;TRIM22;MYD88;HSPA1A,Low
Regulated Exocytosis (GO:0045055),9/44,0.3320561911678839,0.7194040534655141,0,0,1.2503609199261374,1.3784617389116869,RAB10;ABCC4;PPP3CB;TMED10;SNAPIN;VAMP7;CLTRN;TMEM79;PIP5K1C,Low
Regulation of Metabolic Process (GO:0019222),11/55,0.33269562357680477,0.7194040534655141,0,0,1.2156819517930628,1.3378911156545554,NCOR2;TCF7L2;CHCHD2;PINK1;PID1;RNF34;STK17A;PWWP2B;RBPJ;PPARA;RNF41,Low
Regulation of Immune Response (GO:0050776),18/94,0.33514963253659286,0.7194040534655141,0,0,1.151840942562592,1.2591673882273957,CARD10;RSAD2;AMBP;FGL1;AKR1C1;SPNS2;C8B;PPP1R9B;CXCL10;PLSCR1;C8G;IRF1;DHX58;SMCR8;B2M;APPL2;BIRC3;CD276,Low
DNA Deamination (GO:0045006),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,EXOSC6;EXOSC5;APOBEC3F,Low
T Cell Chemotaxis (GO:0010818),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,CXCL10;CXCL11;CLSTN1,Low
T-helper Cell Lineage Commitment (GO:0002295),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,IL6R;JAK1;PPP1R9B,Low
Calcium Import Into the Mitochondrion (GO:0036444),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,HSPA9;MCUR1;VDAC1,Low
Detection of Calcium Ion (GO:0005513),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,CALM3;CALM1;CALM2,Low
Epithelial Cell-Cell Adhesion (GO:0090136),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,ITGB5;KIFC3;VCL,Low
Erythrocyte Development (GO:0048821),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,MBD4;DMTN;ZBTB7A,Low
Fatty Acid Beta-Oxidation Using acyl-CoA Oxidase (GO:0033540),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,ACOX3;CRAT;SLC27A2,Low
Glutamine Metabolic Process (GO:0006541),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,ARHGAP11B;GLYATL1;NIT2,Low
Glycerolipid Metabolic Process (GO:0046486),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,DGKE;GAL3ST1;DGKZ,Low
Macrophage Migration (GO:1905517),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,CCL2;SAA2;CKLF,Low
Myelination in Peripheral Nervous System (GO:0022011),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,SKI;ARHGEF10;DICER1,Low
Negative Regulation of Cell Cycle Phase Transition (GO:1901988),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,TMSB4X;APBB2;ZFP36L2,Low
Negative Regulation of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031665),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,CARD8;SIRPA;TRIB1,Low
Phospholipid Efflux (GO:0033700),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,APOC1;APOA4;APOE,Low
Phospholipid Homeostasis (GO:0055091),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,RCN3;ANGPTL3;TLCD2,Low
Positive Regulation of T-helper Cell Differentiation (GO:0045624),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,NFKBIZ;RARA;MALT1,Low
Positive Regulation of Cholesterol Biosynthetic Process (GO:0045542),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,PRKAA1;MAPK1;KPNB1,Low
Positive Regulation of Peptidyl-Threonine Phosphorylation (GO:0010800),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,RPTOR;MAPK1;UBE2K,Low
Positive Regulation of Sterol Biosynthetic Process (GO:0106120),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,PRKAA1;MAPK1;KPNB1,Low
Positive Regulation of Vascular Permeability (GO:0043117),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,TJP1;TRPV4;VEGFA,Low
Protein Insertion Into Mitochondrial Inner Membrane (GO:0045039),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,TIMM10B;TIMM8A;ROMO1,Low
Pyrimidine Deoxyribonucleotide Catabolic Process (GO:0009223),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,NT5C;MBD4;TDG,Low
Regulation of DNA-templated DNA Replication Initiation (GO:0030174),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,MCM7;MCM4;MCM5,Low
Regulation of Alcohol Biosynthetic Process (GO:1902930),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,MBTPS1;LPCAT3;ERLIN2,Low
Regulation of Ketone Metabolic Process (GO:0010565),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,NCOR2;PRKAG2;PPARA,Low
Regulation of Lymphocyte Migration (GO:2000401),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,SPNS2;MSN;PPP1R9B,Low
Regulation of Myoblast Fusion (GO:1901739),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,EHD1;FLOT1;PLEKHO1,Low
Regulation of Protein K63-linked Ubiquitination (GO:1900044),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,PARP10;RIPK2;UBE2N,Low
Reg of Single Stranded Viral RNA Replication via Double Stranded DNA Intermediate (GO:0045091),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,TOP2B;APOBEC3F;CXCL8,Low
Regulation of Transforming Growth Factor Beta Production (GO:0071634),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,SMAD3;CD46;HIF1A,Low
Signal Release (GO:0023061),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,ABCC4;ADAM8;WLS,Low
Sphingomyelin Metabolic Process (GO:0006684),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,SGMS1;VAPA;ENPP7,Low
Termination of RNA Polymerase II Transcription (GO:0006369),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,SETX;XRN2;SSU72,Low
Tyrosine Metabolic Process (GO:0006570),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,THAP4;FAH;HPD,Low
Very Long-Chain Fatty Acid Biosynthetic Process (GO:0042761),3/12,0.33674603567718,0.7194040534655141,0,0,1.6205278592375367,1.7638250382656595,ELOVL5;ELOVL6;HACD3,Low
Regulation of G1/S Transition of Mitotic Cell Cycle (GO:2000045),21/111,0.3383022868620458,0.7194040534655141,0,0,1.1348172169811321,1.2299324251483406,KMT2E;KANK2;SMARCE1;SMARCD1;SMARCD2;RRM2;PHF10;PRMT2;RDX;INHBA;INO80;EGFR;SMARCA4;LSM10;RPTOR;DLG1;ID2;DPF3;CCL2;ARID2;APPL2,Low
Amino Acid Import Across Plasma Membrane (GO:0089718),6/28,0.3407983638622192,0.7194040534655141,0,0,1.3260132881500655,1.4274059460126287,SLC47A1;SLC1A4;SLC3A2;SLC38A2;SLC38A5;SLC38A4,Low
Negative Regulation of Protein Polymerization (GO:0032272),6/28,0.3407983638622192,0.7194040534655141,0,0,1.3260132881500655,1.4274059460126287,TMSB4X;HIP1R;CYRIB;SSH2;SSH1;PFN2,Low
Negative Regulation of Signaling (GO:0023057),6/28,0.3407983638622192,0.7194040534655141,0,0,1.3260132881500655,1.4274059460126287,PPP3CA;PTPN1;PPP3CB;ERBB3;IGFBP3;AP1AR,Low
Negative Regulation of Type II Interferon Production (GO:0032689),6/28,0.3407983638622192,0.7194040534655141,0,0,1.3260132881500655,1.4274059460126287,PRNP;C1QBP;ZC3H12A;RARA;INHBA;GAS6,Low
Regulation of DNA Biosynthetic Process (GO:2000278),6/28,0.3407983638622192,0.7194040534655141,0,0,1.3260132881500655,1.4274059460126287,PDGFRB;ING5;NIBAN2;TNKS;SMG5;VEGFA,Low
Regulation of Striated Muscle Contraction (GO:0006942),6/28,0.3407983638622192,0.7194040534655141,0,0,1.3260132881500655,1.4274059460126287,GRK2;RNF207;CALM3;CALM1;CALM2;SMAD7,Low
Regulation of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092),6/28,0.3407983638622192,0.7194040534655141,0,0,1.3260132881500655,1.4274059460126287,SMAD2;ITGA3;PRMT1;PCSK6;FSTL1;FSTL3,Low
Response to Zinc Ion (GO:0010043),6/28,0.3407983638622192,0.7194040534655141,0,0,1.3260132881500655,1.4274059460126287,MT2A;HAAO;SLC30A5;MT1M;MYCBP2;D2HGDH,Low
Telomere Maintenance (GO:0000723),14/72,0.3410201976202328,0.7194040534655141,0,0,1.1738036542187864,1.2627939031221003,CTC1;SP100;XRCC6;INO80D;MCRS1;PTGES3;ACTL6A;HUS1B;SMC5;INO80;PPP1CA;TEP1;FBXO4;SLX1A,Low
ADP Transport (GO:0015866),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,SLC25A5;SLC25A25,Low
ATF6-mediated Unfolded Protein Response (GO:0036500),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,MBTPS1;XBP1,Low
C-terminal Protein Amino Acid Modification (GO:0018410),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,ATG16L1;LCMT1,Low
ER Overload Response (GO:0006983),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,EIF2AK3;TMCO1,Low
L-alanine Transport (GO:0015808),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,SLC1A4;SLC38A5,Low
L-tryptophan Metabolic Process (GO:0006568),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,HAAO;KYNU,Low
SREBP Signaling Pathway (GO:0032933),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,INSIG1;ERLIN2,Low
Anterograde Dendritic Transport (GO:0098937),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,KIF3B;STAU2,Low
Aspartate Family Amino Acid Biosynthetic Process (GO:0009067),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,MTHFD1;PLOD2,Low
Cardiac Atrium Development (GO:0003230),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,NOTCH1;MDM4,Low
Cardiac Muscle Hypertrophy (GO:0003300),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,HDAC4;TTR,Low
Catecholamine Catabolic Process (GO:0042424),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,MAOA;SULT1A3,Low
Cellular Response to Erythropoietin (GO:0036018),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,STAT5B;MT2A,Low
Cellular Response to Interleukin-2 (GO:0071352),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,STAT5A;JAK1,Low
Centromeric Sister Chromatid Cohesion (GO:0070601),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,NAA50;PPP2R1B,Low
Coronary Vasculature Morphogenesis (GO:0060977),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,NOTCH1;VEGFA,Low
Dopamine Catabolic Process (GO:0042420),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,MAOA;SULT1A3,Low
Estrogen Biosynthetic Process (GO:0006703),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,HSD17B11;HSD17B7,Low
"Fatty Acid Elongation, Saturated Fatty Acid (GO:0019367)",2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,ELOVL5;ELOVL6,Low
"Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)",2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,FBP1;PFKP,Low
Fructose Metabolic Process (GO:0006000),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,ALDOB;FBP1,Low
Glycine Metabolic Process (GO:0006544),2/7,0.34140948776643304,0.7194040534655141,0,0,1.9445323951920257,2.089735837075402,GCSH;SHMT1,Low
